"","player_id","full","position","team","opp","team_game_number","game_id","stage","throws","throw_accuracy","draws","draw_accuracy","takeouts","takeout_accuracy","clockwise_throws","clockwise_accuracy","counter_clockwise_throws","counter_clockwise_accuracy"
"1",1366650,"KUZMINA Ekaterina","1","ROC","USA",1,"746320","Round-Robin",14,91,13,90,1,100,6,88,8,94
"2",771133,"ARSENKINA Galina","2","ROC","USA",1,"746320","Round-Robin",14,79,7,93,7,64,9,67,5,100
"3",1149971,"PORTUNOVA Yulia","3-V","ROC","USA",1,"746320","Round-Robin",14,70,8,59,6,83,7,71,7,68
"4",1149935,"KOVALEVA Alina","4-S","ROC","USA",1,"746320","Round-Robin",14,80,5,100,9,69,8,75,6,88
"5",1482314,"KOMAROVA Maria","A","ROC","USA",1,"746320","Round-Robin",0,NA,0,NA,0,NA,0,NA,0,NA
"6",771148,"PETERSON Tara","1","USA","ROC",1,"746320","Round-Robin",14,82,14,82,0,NA,7,86,7,79
"7",721952,"HAMILTON Becca","2","USA","ROC",1,"746320","Round-Robin",14,46,4,63,10,40,6,38,8,53
"8",1634789,"ROTH Nina","3-V","USA","ROC",1,"746320","Round-Robin",14,82,0,NA,14,82,8,88,6,75
"9",771147,"PETERSON Tabitha","4-S","USA","ROC",1,"746320","Round-Robin",14,91,2,100,12,90,7,89,7,93
"10",1158300,"GEVING Aileen","A","USA","ROC",1,"746320","Round-Robin",0,NA,0,NA,0,NA,0,NA,0,NA
"11",2032386,"LARSEN My","1","DEN","CHN",1,"746295","Round-Robin",20,86,16,88,4,81,10,85,10,88
"12",455596,"DUPONT Denise","2","DEN","CHN",1,"746295","Round-Robin",20,90,8,81,12,96,14,89,6,92
"13",1570508,"HALSE Mathilde","3-V","DEN","CHN",1,"746295","Round-Robin",20,69,4,56,16,72,8,53,12,79
"14",455597,"DUPONT Madeleine","4-S","DEN","CHN",1,"746295","Round-Robin",19,83,10,85,9,81,12,73,7,100
"15",2032361,"LANDER Jasmin","A","DEN","CHN",1,"746295","Round-Robin",0,NA,0,NA,0,NA,0,NA,0,NA
"16",1949354,"ZHANG Lijun","1","CHN","DEN",1,"746295","Round-Robin",20,91,17,96,3,67,11,89,9,94
"17",1721083,"DONG Ziqi","2","CHN","DEN",1,"746295","Round-Robin",20,73,9,92,11,57,8,75,12,71
"18",1221195,"WANG Rui","3-V","CHN","DEN",1,"746295","Round-Robin",20,76,11,66,9,89,8,63,12,85
"19",1475586,"HAN Yu","4-S","CHN","DEN",1,"746295","Round-Robin",20,80,5,90,15,77,8,88,12,75
"20",1721079,"JIANG Xindi","A","CHN","DEN",1,"746295","Round-Robin",0,NA,0,NA,0,NA,0,NA,0,NA
"21",931792,"MABERGS Sofia","1","SWE","JPN",1,"746287","Round-Robin",18,92,14,96,4,75,12,98,6,79
"22",771138,"KNOCHENHAUER Agnes","2","SWE","JPN",1,"746287","Round-Robin",20,94,7,96,13,92,13,96,7,89
"23",771141,"MCMANUS Sara","3-V","SWE","JPN",1,"746287","Round-Robin",20,83,3,58,17,87,9,86,11,80
"24",771137,"HASSELBORG Anna","4-S","SWE","JPN",1,"746287","Round-Robin",18,74,8,84,10,65,10,73,8,75
"25",1025602,"HELDIN Johanna","A","SWE","JPN",1,"746287","Round-Robin",0,NA,0,NA,0,NA,0,NA,0,NA
"26",1453422,"YOSHIDA Yurika","1","JPN","SWE",1,"746287","Round-Robin",20,98,18,97,2,100,17,97,3,100
"27",1453423,"SUZUKI Yumi","2","JPN","SWE",1,"746287","Round-Robin",20,86,12,88,8,84,11,91,9,81
"28",1221183,"YOSHIDA Chinami","3-V","JPN","SWE",1,"746287","Round-Robin",20,74,11,80,9,67,8,88,12,65
"29",721946,"FUJISAWA Satsuki","4-S","JPN","SWE",1,"746287","Round-Robin",18,76,7,82,11,73,9,72,9,81
"30",340094,"ISHIZAKI Kotomi","A","JPN","SWE",1,"746287","Round-Robin",0,NA,0,NA,0,NA,0,NA,0,NA
"31",1776691,"DUFF Hailey","1","GBR","SUI",1,"746310","Round-Robin",22,75,18,76,4,69,5,70,17,76
"32",1149957,"DODDS Jennifer","2","GBR","SUI",1,"746310","Round-Robin",22,82,7,93,15,77,9,81,13,83
"33",1149972,"WRIGHT Vicky","3-V","GBR","SUI",1,"746310","Round-Robin",22,80,5,50,17,88,11,84,11,75
"34",721915,"MUIRHEAD Eve","4-S","GBR","SUI",1,"746310","Round-Robin",22,75,7,57,15,83,8,75,14,75
"35",1475577,"SMITH Mili","A","GBR","SUI",1,"746310","Round-Robin",0,NA,0,NA,0,NA,0,NA,0,NA
"36",1022678,"BARBEZAT Melanie","1","SUI","GBR",1,"746310","Round-Robin",22,83,17,81,5,90,10,73,12,92
"37",660102,"NEUENSCHWANDER Esther","2","SUI","GBR",1,"746310","Round-Robin",22,81,5,80,17,81,11,86,11,75
"38",660100,"TIRINZONI Silvana","3-S","SUI","GBR",1,"746310","Round-Robin",22,82,9,69,13,90,12,77,10,88
"39",931746,"PAETZ Alina","4-V","SUI","GBR",1,"746310","Round-Robin",22,75,10,90,12,63,13,88,9,56
"40",1246289,"HOWALD Carole","A","SUI","GBR",1,"746310","Round-Robin",0,NA,0,NA,0,NA,0,NA,0,NA
"41",931792,"MABERGS Sofia","1","SWE","GBR",2,"746304","Round-Robin",14,96,12,100,2,75,9,100,5,90
"42",771138,"KNOCHENHAUER Agnes","2","SWE","GBR",2,"746304","Round-Robin",14,88,7,96,7,79,10,93,4,75
