"","player_id","full","position","team","opp","team_game_number","game_id","stage","throws","throw_accuracy","draws","draw_accuracy","takeouts","takeout_accuracy","clockwise_throws","clockwise_accuracy","counter_clockwise_throws","counter_clockwise_accuracy"
"449",842302,"SCHWARZ Benoit","4-V","SUI","SWE",9,"746249","Round-Robin",20,88,10,90,10,85,10,90,10,85
"450",2189727,"LACHAT Pablo","A","SUI","SWE",9,"746249","Round-Robin",10,83,10,83,0,NA,4,75,6,88
"451",771099,"SUNDGREN Christoffer","1","SWE","CAN",10,"746274","Semifinals",20,95,18,96,2,88,2,75,18,97
"452",1025620,"WRANA Rasmus","2","SWE","CAN",10,"746274","Semifinals",20,84,10,93,10,75,11,77,9,92
"453",721971,"ERIKSSON Oskar","3-V","SWE","CAN",10,"746274","Semifinals",20,89,6,96,14,86,10,90,10,88
"454",706865,"EDIN Niklas","4-S","SWE","CAN",10,"746274","Semifinals",20,90,7,96,13,87,10,88,10,93
"455",1776684,"MAGNUSSON Daniel","A","SWE","CAN",10,"746274","Semifinals",0,NA,0,NA,0,NA,0,NA,0,NA
"456",1158314,"WALKER Geoff","1","CAN","SWE",10,"746274","Semifinals",20,93,18,96,2,63,10,90,10,95
"457",771068,"GALLANT Brett","2","CAN","SWE",10,"746274","Semifinals",20,69,5,80,15,65,6,50,14,77
"458",603636,"NICHOLS Mark","3-V","CAN","SWE",10,"746274","Semifinals",20,79,4,81,16,78,9,83,11,75
"459",337982,"GUSHUE Brad","4-S","CAN","SWE",10,"746274","Semifinals",20,76,3,92,17,74,10,68,10,85
"460",723800,"KENNEDY Marc","A","CAN","SWE",10,"746274","Semifinals",0,NA,0,NA,0,NA,0,NA,0,NA
"461",931762,"LANDSTEINER John","1","USA","GBR",10,"746264","Semifinals",20,79,19,78,1,100,6,75,14,80
"462",721969,"HAMILTON Matt","2","USA","GBR",10,"746264","Semifinals",20,88,9,83,11,91,11,89,9,86
"463",721966,"PLYS Chris","3-V","USA","GBR",10,"746264","Semifinals",20,73,6,58,14,79,7,100,13,58
"464",458196,"SHUSTER John","4-S","USA","GBR",10,"746264","Semifinals",19,87,6,100,13,81,4,100,15,83
"465",1221219,"HUFMAN Colin","A","USA","GBR",10,"746264","Semifinals",0,NA,0,NA,0,NA,0,NA,0,NA
"466",1022644,"MCMILLAN Hammy","1","GBR","USA",10,"746264","Semifinals",20,96,18,96,2,100,10,100,10,93
"467",1366640,"LAMMIE Bobby","2","GBR","USA",10,"746264","Semifinals",20,90,8,94,12,88,10,98,10,83
"468",1716751,"HARDIE Grant","3-V","GBR","USA",10,"746264","Semifinals",20,84,7,79,13,87,7,75,13,88
"469",1366641,"MOUAT Bruce","4-S","GBR","USA",10,"746264","Semifinals",20,90,8,88,12,92,8,94,12,88
"470",1475594,"WHYTE Ross","A","GBR","USA",10,"746264","Semifinals",0,NA,0,NA,0,NA,0,NA,0,NA
"471",1158314,"WALKER Geoff","1","CAN","USA",11,"746262","Bronze Medal Game",20,84,15,83,5,85,8,97,12,75
"472",771068,"GALLANT Brett","2","CAN","USA",11,"746262","Bronze Medal Game",20,86,9,86,11,86,9,78,11,93
"473",603636,"NICHOLS Mark","3-V","CAN","USA",11,"746262","Bronze Medal Game",20,78,4,81,16,77,9,67,11,86
"474",337982,"GUSHUE Brad","4-S","CAN","USA",11,"746262","Bronze Medal Game",18,78,6,58,12,88,5,90,13,73
"475",723800,"KENNEDY Marc","A","CAN","USA",11,"746262","Bronze Medal Game",0,NA,0,NA,0,NA,0,NA,0,NA
"476",931762,"LANDSTEINER John","1","USA","CAN",11,"746262","Bronze Medal Game",20,80,19,79,1,100,9,78,11,82
"477",721969,"HAMILTON Matt","2","USA","CAN",11,"746262","Bronze Medal Game",20,86,13,90,7,79,8,84,12,88
"478",721966,"PLYS Chris","3-V","USA","CAN",11,"746262","Bronze Medal Game",20,74,11,64,9,86,7,75,13,73
"479",458196,"SHUSTER John","4-S","USA","CAN",11,"746262","Bronze Medal Game",18,69,10,73,8,66,4,38,14,79
"480",1221219,"HUFMAN Colin","A","USA","CAN",11,"746262","Bronze Medal Game",0,NA,0,NA,0,NA,0,NA,0,NA
"481",771099,"SUNDGREN Christoffer","1","SWE","GBR",11,"746246","Gold Medal Game",22,99,22,99,0,NA,4,100,18,99
"482",1025620,"WRANA Rasmus","2","SWE","GBR",11,"746246","Gold Medal Game",22,95,8,100,14,93,14,98,8,91
"483",721971,"ERIKSSON Oskar","3-V","SWE","GBR",11,"746246","Gold Medal Game",22,93,4,94,18,93,12,90,10,98
"484",706865,"EDIN Niklas","4-S","SWE","GBR",11,"746246","Gold Medal Game",21,87,6,88,15,87,12,85,9,89
"485",1776684,"MAGNUSSON Daniel","A","SWE","GBR",11,"746246","Gold Medal Game",0,NA,0,NA,0,NA,0,NA,0,NA
"486",1022644,"MCMILLAN Hammy","1","GBR","SWE",11,"746246","Gold Medal Game",22,95,22,95,0,NA,8,100,14,93
"487",1366640,"LAMMIE Bobby","2","GBR","SWE",11,"746246","Gold Medal Game",22,80,10,83,12,77,10,88,12,73
"488",1716751,"HARDIE Grant","3-V","GBR","SWE",11,"746246","Gold Medal Game",22,94,11,93,11,95,13,92,9,97
"489",1366641,"MOUAT Bruce","4-S","GBR","SWE",11,"746246","Gold Medal Game",21,89,11,91,10,88,8,91,13,88
"490",1475594,"WHYTE Ross","A","GBR","SWE",11,"746246","Gold Medal Game",0,NA,0,NA,0,NA,0,NA,0,NA
